segment_id_beg,segment_id_end,longitude,latitude,h_te_best_fit,h_te_uncertainty,h_canopy,h_canopy_uncertainty,track_id,beam,file_name
1899778,1899782,48.850181579589844,-19.346149444580078,-1.7896128,,65.49317,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1899953,1899955,48.846885681152344,-19.314651489257812,-2.7763224,,37.607037,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900008,1900012,48.845848083496094,-19.304752349853516,-7.7370057,,35.261417,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900033,1900037,48.84537887573242,-19.300251007080078,-10.169108,,29.845058,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900038,1900040,48.84528350830078,-19.299352645874023,-10.435139,1.7775822,29.784725,1.503822,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900078,1900081,48.84452819824219,-19.292152404785156,-4.7598634,,27.57081,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900108,1900111,48.84396743774414,-19.286752700805664,0.9730911,0.0393126,20.748425,0.5681171,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900118,1900122,48.84377670288086,-19.28495216369629,2.7640605,0.03960608,9.239476,0.16660134,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900123,1900127,48.843685150146484,-19.2840518951416,2.8872857,0.055989694,17.805931,0.28217813,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900130,1900132,48.84358596801758,-19.283157348632812,3.0982916,0.20401897,62.857944,2.9030008,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900133,1900137,48.84349060058594,-19.28225326538086,3.1275513,0.038830265,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900153,1900157,48.84310531616211,-19.278654098510742,17.557337,,84.942085,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900178,1900182,48.84264373779297,-19.274152755737305,3.784812,0.06276799,46.567856,0.75293124,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900183,1900184,48.842559814453125,-19.27334976196289,2.40308,0.083191775,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1900218,1900222,48.84189224243164,-19.26695442199707,3.6907253,0.05928009,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1901875,1901878,48.810707092285156,-18.968698501586914,38.68338,1.4271784,26.395706,2.7011294,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1901879,1901883,48.81062316894531,-18.967979431152344,38.472744,0.37772223,12.766815,0.58197176,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1901884,1901887,48.81052780151367,-18.967079162597656,37.74312,6.303721,59.23313,5.6198616,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902044,1902048,48.807518005371094,-18.938278198242188,50.794464,2.8505318,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902049,1902053,48.807437896728516,-18.9373779296875,-79.58612,,129.72684,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902079,1902083,48.806861877441406,-18.93198013305664,43.99695,0.9702886,13.15778,1.6142058,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902089,1902092,48.806671142578125,-18.930179595947266,45.2157,1.61638,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902094,1902098,48.806575775146484,-18.929279327392578,47.505188,0.56165564,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902099,1902103,48.806480407714844,-18.92837905883789,42.94891,2.2666576,21.164856,2.895208,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902105,1902108,48.806392669677734,-18.927478790283203,24.670742,,38.659985,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902109,1902113,48.806297302246094,-18.926578521728516,51.443695,0.58444,14.563129,0.9040398,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902119,1902123,48.80609893798828,-18.924779891967773,67.10304,6.683947,42.299477,6.358154,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902125,1902128,48.80601119995117,-18.923879623413086,67.65443,13.235393,112.304565,30.721825,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902141,1902145,48.805686950683594,-18.920820236206055,55.74833,,133.35141,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902171,1902175,48.80511474609375,-18.915420532226562,209.72777,,58.231216,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902177,1902180,48.805015563964844,-18.914520263671875,224.97136,37.921894,28.751694,22.587654,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902256,1902260,48.80351257324219,-18.90011978149414,218.11644,,124.65376,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902276,1902280,48.80312728881836,-18.896520614624023,264.39893,,127.67975,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902321,1902325,48.80229187011719,-18.88842010498047,259.33548,,23.664566,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902326,1902330,48.80219650268555,-18.88751983642578,250.16388,3.5201542,21.04419,4.8818383,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902331,1902335,48.802101135253906,-18.886619567871094,249.17603,5.0829415,17.765533,6.998861,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902336,1902340,48.802005767822266,-18.885719299316406,250.48175,27.721657,23.8069,17.456095,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902341,1902345,48.80191421508789,-18.88482093811035,240.22969,,34.15103,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902356,1902360,48.801631927490234,-18.88212013244629,208.65146,,45.086044,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902376,1902380,48.80126190185547,-18.87851905822754,203.99818,,25.101791,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902391,1902395,48.80097961425781,-18.875818252563477,199.26485,,22.567093,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902396,1902400,48.80088806152344,-18.87491798400879,194.94049,,23.507477,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902401,1902405,48.80078887939453,-18.874019622802734,202.91737,50.797768,26.760315,17.881351,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902426,1902430,48.800323486328125,-18.869518280029297,203.64653,,37.306778,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902621,1902625,48.79667282104492,-18.83441734313965,92.14745,,26.3637,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902693,1902697,48.795318603515625,-18.821455001831055,65.03157,0.746845,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902740,1902742,48.794437408447266,-18.813020706176758,58.53909,1.5786188,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902843,1902847,48.79249954223633,-18.79445457458496,48.481766,0.15348798,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902848,1902852,48.79240417480469,-18.793554306030273,48.496994,0.12829576,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902948,1902952,48.790523529052734,-18.775554656982422,50.975456,0.118581615,17.234425,0.19055785,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902953,1902955,48.79043197631836,-18.774654388427734,50.999886,0.284831,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902980,1902982,48.78992462158203,-18.769794464111328,52.268555,0.24901219,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902983,1902987,48.78986740112305,-18.76925277709961,52.276787,0.108236484,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902988,1902992,48.78976821899414,-18.768354415893555,52.292313,0.12217614,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902993,1902997,48.789676666259766,-18.767454147338867,52.342346,0.1787122,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1902998,1903002,48.78958511352539,-18.76655387878418,52.397343,0.09961033,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1903003,1903007,48.78948974609375,-18.765653610229492,52.383038,0.107392475,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1903008,1903012,48.78939437866211,-18.764753341674805,52.421482,0.15325446,16.653362,0.24445146,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1903050,1903052,48.788604736328125,-18.757192611694336,54.222313,0.3567856,15.935749,0.55673695,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1903053,1903057,48.788551330566406,-18.75665283203125,54.16643,0.11474866,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1903058,1903062,48.788455963134766,-18.755752563476562,54.08601,0.20558818,15.193691,0.32428235,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
1903063,1903067,48.788360595703125,-18.754852294921875,53.97948,0.21260737,,,943,gt3r,processed_ATL08_20190228054808_09430214_004_01.h5
