segment_id_beg,segment_id_end,longitude,latitude,h_te_best_fit,h_te_uncertainty,h_canopy,h_canopy_uncertainty,track_id,beam,file_name
1899131,1899135,48.725364685058594,-19.47545623779297,43.438534,0.6607759,4.6793327,0.96404755,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899141,1899145,48.72517776489258,-19.473655700683594,49.930603,7.4582467,8.41098,3.6844282,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899146,1899150,48.72508239746094,-19.472755432128906,60.235,7.1304455,9.631165,2.5088167,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899181,1899185,48.72444152832031,-19.466455459594727,185.09087,8.729536,8.923111,11.562857,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899186,1899190,48.72434997558594,-19.46555519104004,183.3566,,7.9805603,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899226,1899230,48.72358703613281,-19.458356857299805,164.6839,,22.412064,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899251,1899255,48.723114013671875,-19.453859329223633,161.46082,11.909747,7.633301,9.419583,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899261,1899265,48.72293472290039,-19.452058792114258,201.19092,13.473785,13.197678,17.307281,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899266,1899270,48.72284698486328,-19.451156616210938,206.0801,,18.130066,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899271,1899275,48.72275161743164,-19.450258255004883,206.07239,,9.686615,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899276,1899280,48.72265625,-19.449357986450195,187.49245,,10.112198,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899321,1899325,48.7218132019043,-19.441259384155273,138.60034,,16.585938,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899326,1899330,48.721717834472656,-19.440359115600586,139.87958,20.13011,,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899331,1899335,48.72163391113281,-19.4394588470459,141.18605,,36.22232,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899336,1899340,48.721534729003906,-19.43855857849121,136.14662,,25.223114,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899361,1899365,48.721073150634766,-19.434059143066406,94.35459,,20.440521,,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899406,1899410,48.72023391723633,-19.42595863342285,32.963387,8.124752,15.6915245,3.7969956,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899411,1899415,48.72013854980469,-19.425060272216797,30.898874,0.28925848,9.896891,0.47414616,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899421,1899425,48.7199592590332,-19.423259735107422,30.039639,0.57856625,10.551332,0.9019893,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899426,1899430,48.71986389160156,-19.422359466552734,29.49808,0.78744745,13.947008,1.0066102,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899511,1899515,48.718299865722656,-19.407058715820312,34.098244,0.8722503,15.736343,1.292319,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
1899531,1899535,48.717933654785156,-19.403457641601562,46.227158,6.3402267,17.41822,3.7837844,943,gt3r,processed_ATL08_20190828210732_09430414_004_01.h5
