segment_id_beg,segment_id_end,longitude,latitude,h_te_best_fit,h_te_uncertainty,h_canopy,h_canopy_uncertainty,track_id,beam,file_name
1899093,1899097,48.790489196777344,-19.47626495361328,8.0434475,,18.334648,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899098,1899102,48.7903938293457,-19.475364685058594,5.9916697,,17.087952,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899103,1899107,48.79029846191406,-19.474464416503906,8.904602,0.30742973,22.45906,0.6496361,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899108,1899112,48.79020690917969,-19.47356605529785,12.159513,,24.984272,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899113,1899117,48.79011154174805,-19.472665786743164,23.022507,7.362334,17.030983,3.6302516,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899118,1899122,48.79001998901367,-19.471765518188477,26.265003,5.1856318,14.001041,1.620599,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899123,1899127,48.7899284362793,-19.47086524963379,29.606857,1.4824598,9.555494,1.2955124,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899128,1899132,48.78982925415039,-19.4699649810791,27.495537,,17.063965,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899133,1899137,48.78973388671875,-19.469066619873047,23.398487,5.851595,17.25557,3.8318167,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899138,1899142,48.789642333984375,-19.46816635131836,18.011852,1.6869619,17.455168,1.5275016,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899143,1899147,48.789546966552734,-19.467266082763672,17.223974,0.15049526,14.741142,0.26894146,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899148,1899152,48.78945541381836,-19.466365814208984,18.444277,0.054443948,8.645676,0.09210173,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899153,1899157,48.78935623168945,-19.465465545654297,18.855082,0.11893841,8.112576,0.19316784,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899158,1899162,48.78926467895508,-19.464567184448242,17.328762,0.19490191,12.591511,0.2497194,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899163,1899167,48.78916931152344,-19.463666915893555,22.28254,1.3836542,14.269917,1.7368317,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899168,1899172,48.7890739440918,-19.462766647338867,22.789764,0.24737984,14.084211,0.4010396,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899173,1899177,48.788978576660156,-19.46186637878418,20.886742,,13.399874,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899178,1899182,48.788883209228516,-19.460968017578125,19.18016,0.10298721,14.393507,0.19343421,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899183,1899187,48.788787841796875,-19.460067749023438,18.056719,0.55192333,17.606064,0.81661886,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899188,1899192,48.788692474365234,-19.45916748046875,19.735264,,20.488274,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899193,1899197,48.788597106933594,-19.458267211914062,18.818695,,24.162985,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899198,1899202,48.78850173950195,-19.457368850708008,15.647466,0.32129392,20.350195,0.58794487,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899203,1899207,48.78840637207031,-19.45646858215332,10.583795,0.21887657,13.357307,0.26456589,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899208,1899212,48.788307189941406,-19.455568313598633,18.797632,0.19492666,16.491055,0.3891777,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899213,1899217,48.78821563720703,-19.454668045043945,36.54859,,10.919071,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899218,1899222,48.78812026977539,-19.45376968383789,40.21232,,8.840996,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899228,1899232,48.787925720214844,-19.451969146728516,18.212154,,18.324514,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899233,1899237,48.78782653808594,-19.45107078552246,8.057989,0.16852131,17.943893,0.5688734,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899238,1899242,48.78772735595703,-19.450170516967773,5.5861545,0.017631028,,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899243,1899247,48.78763198852539,-19.44927215576172,4.1014614,0.041774843,,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899248,1899252,48.787532806396484,-19.44837188720703,4.397552,0.043499812,17.030937,0.16687046,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899253,1899257,48.787437438964844,-19.447471618652344,14.933754,,17.803839,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899258,1899262,48.7873420715332,-19.446571350097656,20.24605,,20.031433,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899263,1899267,48.7872428894043,-19.4456729888916,22.534382,0.07422695,14.332159,0.13404006,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899268,1899272,48.787147521972656,-19.444772720336914,22.134132,1.2994953,15.071251,0.98492676,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899273,1899277,48.78704833984375,-19.44387435913086,21.282446,0.4005467,22.114424,0.2863142,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899278,1899282,48.78695297241211,-19.442974090576172,20.67995,0.6659155,25.656115,0.9423919,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899283,1899287,48.7868537902832,-19.442073822021484,18.650944,0.3707527,20.015482,0.8083845,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899288,1899292,48.78675842285156,-19.44117546081543,20.115963,,28.051455,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899294,1899297,48.786659240722656,-19.440275192260742,19.128288,1.519112,20.126776,0.6329423,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899298,1899302,48.786563873291016,-19.439374923706055,18.302706,,26.69473,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899303,1899307,48.78646469116211,-19.4384765625,25.451487,,28.146536,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899308,1899312,48.78636932373047,-19.437576293945312,26.477535,,17.799183,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899313,1899317,48.78627014160156,-19.436676025390625,19.19054,,19.350626,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899318,1899322,48.78616714477539,-19.43577766418457,17.21008,0.35904327,23.896702,0.72569174,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899323,1899327,48.78607177734375,-19.434877395629883,26.13114,,21.509983,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899328,1899332,48.785972595214844,-19.433979034423828,31.039867,,18.588049,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899333,1899337,48.78587341308594,-19.43307876586914,19.127413,,20.14687,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899338,1899342,48.78577423095703,-19.432180404663086,16.102465,0.6150955,20.33405,1.2543731,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899343,1899347,48.78567886352539,-19.4312801361084,14.065926,,25.953796,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899348,1899352,48.785579681396484,-19.43037986755371,17.667614,0.27200657,24.760351,0.5393208,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899353,1899357,48.78548049926758,-19.429481506347656,20.096674,0.4571105,24.925209,0.91227865,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899358,1899362,48.78538513183594,-19.42858123779297,16.3462,2.365142,16.337381,1.897561,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899363,1899367,48.785282135009766,-19.427682876586914,18.598404,1.0055026,13.676975,1.5880897,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899368,1899372,48.78518295288086,-19.426782608032227,15.811875,,17.811474,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899373,1899377,48.78508758544922,-19.42588233947754,16.374277,,18.219896,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899378,1899382,48.78498840332031,-19.424983978271484,17.533194,,17.330708,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899383,1899387,48.784889221191406,-19.424083709716797,20.487036,0.7309081,13.729025,1.228924,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899388,1899392,48.784793853759766,-19.423185348510742,18.809822,3.745718,13.482145,2.1702437,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899393,1899397,48.784698486328125,-19.422285079956055,18.347513,0.35970092,12.686743,0.18809657,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899398,1899402,48.78459930419922,-19.421384811401367,19.146423,1.4528228,5.6655827,0.3181366,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899403,1899407,48.78450012207031,-19.420486450195312,19.985966,0.46297365,9.146496,0.5759888,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899408,1899412,48.78440475463867,-19.419586181640625,21.67156,7.260969,14.158115,2.4901295,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899413,1899417,48.784305572509766,-19.418685913085938,32.049084,5.592765,21.044968,7.3981347,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899418,1899422,48.784210205078125,-19.417787551879883,47.892014,,24.485115,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899423,1899427,48.78411102294922,-19.416887283325195,64.45156,8.306047,23.513313,3.387988,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899428,1899432,48.78401565551758,-19.415987014770508,67.59619,,18.32653,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899433,1899437,48.78392028808594,-19.415088653564453,64.3967,,20.302975,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899438,1899442,48.78382110595703,-19.414188385009766,50.855743,,25.721634,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899443,1899447,48.783721923828125,-19.413288116455078,48.108368,,,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899453,1899457,48.783531188964844,-19.411489486694336,56.374676,,26.83762,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899458,1899462,48.78343200683594,-19.41058921813965,55.877045,,28.545845,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899463,1899467,48.78333282470703,-19.409690856933594,46.117302,1.9106249,15.894955,2.9781172,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899473,1899477,48.783138275146484,-19.40789031982422,49.292114,,21.060665,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899478,1899482,48.783042907714844,-19.406991958618164,51.572178,,16.493958,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899483,1899487,48.78294372558594,-19.406091690063477,54.326077,,17.496185,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899498,1899502,48.782657623291016,-19.403392791748047,47.901676,,12.615074,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899503,1899507,48.782562255859375,-19.40249252319336,51.743015,2.771371,13.624565,3.3678024,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899518,1899522,48.78227233886719,-19.39979362487793,51.525055,1.0442435,16.098595,1.0886347,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899523,1899527,48.78217697143555,-19.398893356323242,54.276264,0.98827875,16.031921,1.125313,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899528,1899532,48.782081604003906,-19.397994995117188,44.825596,,32.073814,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899533,1899537,48.781986236572266,-19.3970947265625,31.600784,1.243989,,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899543,1899547,48.78179931640625,-19.395294189453125,28.400772,,27.213463,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899548,1899552,48.781700134277344,-19.39439582824707,21.355095,0.9068461,22.423449,1.2756345,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899553,1899557,48.7816047668457,-19.393495559692383,21.797691,0.35871005,21.148142,0.71568567,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899558,1899562,48.78151321411133,-19.392595291137695,20.781565,,23.301542,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899563,1899567,48.78141403198242,-19.39169692993164,21.107296,0.39341253,,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899573,1899577,48.781227111816406,-19.389896392822266,21.830015,,36.42826,,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899578,1899582,48.781131744384766,-19.388996124267578,19.882725,0.18729383,30.776457,0.49637532,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
1899583,1899587,48.781036376953125,-19.38809585571289,19.932297,0.11972317,32.193275,0.32327935,943,gt3r,processed_ATL08_20200527080656_09430714_004_01.h5
