,segment_id_beg,segment_id_end,longitude,latitude,h_te_best_fit,h_te_uncertainty,h_canopy,h_canopy_uncertainty,track_id,beam,file_name
4379,1900172,1900176,48.83696365356445,-19.275779724121094,7.044375,0.17961654,17.380219,0.4240471,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4380,1900177,1900181,48.83686828613281,-19.274879455566406,7.8277946,1.8191795,23.4223,1.65464,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4383,1900192,1900196,48.83659744262695,-19.272178649902344,10.697514,1.1043317,29.888214,2.503213,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4385,1900202,1900206,48.83641815185547,-19.27037811279297,6.6781235,0.045200177,28.174425,0.21552692,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4386,1900207,1900211,48.836334228515625,-19.26947784423828,5.4164267,0.15909383,11.104938,0.3420774,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4387,1900212,1900216,48.83624649047852,-19.268577575683597,7.410345,0.7793534,27.379454,1.9402169,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4389,1900222,1900226,48.8360595703125,-19.26677703857422,10.03083,1.480914,21.677252,1.2712932,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4390,1900227,1900231,48.835975646972656,-19.2658748626709,-0.0994885,0.10321742,16.372473,0.26508483,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4391,1900232,1900236,48.83588790893555,-19.26497459411621,0.2763612,0.01328471,13.643636,0.15672408,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4392,1900237,1900241,48.83580017089844,-19.264074325561523,6.1083093,0.10142744,18.752768,0.32358834,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4393,1900242,1900246,48.83570861816406,-19.26317405700684,7.3536525,0.18111472,19.986847,0.68791384,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4394,1900247,1900251,48.83562088012695,-19.26227378845215,8.701365,3.1074536,17.890862,1.5357773,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4396,1900257,1900261,48.83544158935547,-19.260473251342773,22.443672,2.404358,20.418621,2.570066,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4399,1900272,1900276,48.83517456054688,-19.25777244567871,75.37548,15.241394,17.65355,7.0172224,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4401,1900282,1900286,48.83499526977539,-19.255971908569336,80.8201,10.08452,15.817871,8.949745,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4402,1900287,1900291,48.83490753173828,-19.255069732666016,79.92245,20.104366,22.244865,9.8202505,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4406,1900312,1900316,48.8344612121582,-19.250568389892575,95.120674,15.908752,37.679924,10.731253,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4408,1900322,1900326,48.834285736083984,-19.248767852783203,117.39955,7.612009,22.791428,7.767814,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4410,1900332,1900336,48.83411407470703,-19.246965408325195,126.254715,4.264716,23.595154,5.0039773,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4411,1900337,1900341,48.83403015136719,-19.246065139770508,121.744835,24.346867,13.534752,6.9128146,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4414,1900352,1900356,48.83375930786133,-19.243364334106445,129.41782,15.948259,18.834015,13.892972,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4418,1900372,1900376,48.833404541015625,-19.239761352539062,130.1161,14.391987,23.83049,16.761936,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4419,1900377,1900381,48.83331680297852,-19.23886108398437,118.86238,1.0381609,19.35971,1.4483402,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4420,1900382,1900386,48.833229064941406,-19.237960815429688,111.285805,3.8213122,28.211761,4.519597,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4422,1900392,1900396,48.83304977416992,-19.236160278320312,115.02374,3.2052603,22.407822,3.5393467,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4424,1900402,1900406,48.8328742980957,-19.234359741210938,117.74048,10.663511,25.42823,6.3094387,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4425,1900407,1900411,48.83278274536133,-19.23345947265625,112.257416,1.1246918,6.750717,1.0677669,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4426,1900412,1900416,48.83269882202149,-19.23255729675293,112.77034,0.88901794,5.051384,0.7368021,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4427,1900417,1900421,48.832611083984375,-19.23165702819824,114.850395,0.5632271,6.635292,0.6771405,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4428,1900422,1900426,48.83252334594727,-19.230756759643555,113.94714,0.56433564,5.6464386,0.5732086,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4429,1900427,1900431,48.83243560791016,-19.229856491088867,114.10249,0.70437837,7.9114075,0.87910044,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4430,1900432,1900436,48.83234405517578,-19.22895622253418,114.34088,0.51036626,7.7242813,0.558642,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4431,1900437,1900441,48.83225631713867,-19.22805595397949,116.40708,0.90211713,18.323196,1.2209479,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4433,1900452,1900456,48.83198547363281,-19.22535514831543,142.33368,10.173038,22.598068,10.316711,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4440,1900487,1900491,48.831356048583984,-19.219051361083984,185.08812,46.295174,28.979599,23.436323,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4443,1900502,1900506,48.83108901977539,-19.21635055541992,210.88501,23.148706,37.188675,17.889057,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4445,1900512,1900516,48.83091354370117,-19.214550018310547,241.60455,17.111538,19.03157,18.510986,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4446,1900517,1900521,48.83082580566406,-19.21364974975586,238.92258,1.3579537,7.0151215,1.8638347,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4447,1900522,1900526,48.83073425292969,-19.21274948120117,236.93565,3.388055,14.710144,2.4795573,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4448,1900527,1900531,48.83064270019531,-19.211849212646484,237.89084,11.929758,18.980042,8.69528,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4449,1900532,1900536,48.83055114746094,-19.2109489440918,240.00743,5.6919336,13.290939,7.2141623,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4450,1900537,1900541,48.83045959472656,-19.21004867553711,242.00111,2.6885066,15.104523,3.7396991,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4451,1900542,1900546,48.83036422729492,-19.209148406982425,261.71664,42.774826,21.063477,31.720085,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4455,1900562,1900566,48.83000183105469,-19.205547332763672,285.61398,47.417343,23.324005,27.927784,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4461,1900592,1900596,48.82944869995117,-19.200145721435547,309.55194,18.209297,21.95517,17.344685,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4462,1900597,1900601,48.8293571472168,-19.19924545288086,307.4212,1.7376163,10.255951,2.3049648,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4463,1900602,1900606,48.82926940917969,-19.19834518432617,308.69464,10.290614,15.985901,8.087885,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4464,1900607,1900611,48.82917404174805,-19.197444915771484,316.93634,52.92532,19.67923,19.177902,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4470,1900652,1900656,48.82833862304688,-19.18934440612793,260.28867,11.360682,22.453613,14.233245,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4475,1900682,1900686,48.82776641845703,-19.18394470214844,320.29007,106.82168,14.1604,30.827229,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4476,1900687,1900691,48.827674865722656,-19.18304443359375,322.6609,8.930681,16.961975,9.708843,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4477,1900692,1900696,48.827579498291016,-19.18214607238769,320.25366,12.32232,18.871124,13.699661,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4481,1900717,1900721,48.82709884643555,-19.17764663696289,326.163,46.727745,24.23996,43.42201,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4482,1900722,1900726,48.82700347900391,-19.176746368408203,328.6132,65.58057,22.34549,34.224224,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4486,1900742,1900746,48.82661437988281,-19.17314720153809,309.01123,61.78112,24.329163,30.123281,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4487,1900747,1900751,48.82651519775391,-19.17224884033203,296.2678,3.0385618,15.345581,3.7067358,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4488,1900752,1900756,48.826419830322266,-19.171348571777344,292.52496,16.37664,14.5784,12.461725,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4489,1900757,1900761,48.82632446289063,-19.170448303222656,293.4741,3.8162625,8.471252,5.4016843,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4490,1900762,1900766,48.82622528076172,-19.1695499420166,297.2014,59.011383,19.687927,25.381227,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4492,1900777,1900781,48.825931549072266,-19.16685104370117,290.1056,32.441925,13.515045,32.40884,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4494,1900787,1900791,48.82573318481445,-19.1650505065918,289.9442,3.5797899,15.786194,4.897566,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4496,1900797,1900801,48.82553863525391,-19.16325187683105,295.5206,41.789703,22.887665,10.9733515,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4497,1900802,1900806,48.82543563842773,-19.162353515625,290.21555,8.536278,8.439117,9.023081,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4498,1900807,1900811,48.82533645629883,-19.161453247070312,298.52817,32.94572,16.978455,23.995514,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4502,1900827,1900831,48.8249397277832,-19.157855987548828,305.00235,8.534324,14.159088,10.805691,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4504,1900837,1900841,48.824745178222656,-19.156055450439453,310.59976,34.405212,16.179962,26.444237,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4505,1900842,1900846,48.82464599609375,-19.1551570892334,309.86258,61.976402,32.233643,32.80055,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4507,1900852,1900856,48.82444381713867,-19.153358459472656,330.70016,82.76893,28.419983,30.39099,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4508,1900857,1900861,48.82434844970703,-19.15245819091797,315.25687,52.597347,16.488678,18.210325,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4509,1900862,1900866,48.82424545288086,-19.151559829711918,311.66052,38.977783,13.459686,23.610888,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4511,1900872,1900876,48.82404708862305,-19.14975929260254,304.5322,20.304346,13.776978,19.101067,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4513,1900892,1900896,48.82364654541016,-19.14616203308105,321.14972,64.26273,14.188995,13.107152,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4514,1900897,1900901,48.823543548583984,-19.145263671875,311.54785,51.96698,18.928314,28.344263,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4515,1900902,1900906,48.82344818115234,-19.144363403320312,312.292,34.937447,19.103241,21.685562,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4518,1900917,1900921,48.82314682006836,-19.141664505004883,317.53546,63.466484,13.796814,30.561934,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4520,1900927,1900931,48.82294464111328,-19.13986587524414,309.80334,62.624237,27.23236,35.15678,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4521,1900932,1900936,48.822845458984375,-19.13896751403809,299.11777,74.69743,28.93042,29.440592,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4523,1900942,1900946,48.82264709472656,-19.137168884277344,291.97034,58.349205,18.720825,22.325296,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4524,1900952,1900956,48.82244873046875,-19.13536834716797,281.46802,6.857836,19.292328,6.90411,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4525,1900957,1900961,48.82235336303711,-19.134469985961918,275.31345,5.4779825,11.58847,5.318417,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4526,1900962,1900966,48.82224655151367,-19.133569717407227,275.30658,7.8655014,25.509613,9.174081,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4527,1900972,1900976,48.82204055786133,-19.131771087646484,263.595,1.657691,19.169464,2.3230946,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4529,1900982,1900986,48.82183837890625,-19.12997436523437,261.5284,3.0868134,28.230835,4.5453553,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4530,1901002,1901006,48.82145690917969,-19.12655639648437,260.2936,18.616985,40.60959,19.790403,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4531,1901007,1901011,48.82134246826172,-19.125476837158203,257.77734,6.9838734,31.901337,8.70897,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4532,1901014,1901016,48.82124328613281,-19.12457656860352,257.11743,1.4230533,10.49881,1.9958305,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4533,1901017,1901021,48.821136474609375,-19.12367820739746,257.4979,2.299696,13.227753,3.1542244,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4534,1901027,1901031,48.82094192504883,-19.12187767028809,262.45248,36.84118,30.502563,24.092026,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4535,1901032,1901036,48.820838928222656,-19.12097930908203,262.8055,37.071674,19.946533,31.856073,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4536,1901037,1901041,48.82073593139648,-19.120079040527344,256.5523,4.506884,13.373154,6.3046546,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4538,1901062,1901066,48.82023620605469,-19.115583419799805,270.3557,45.123623,40.72046,27.149988,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4540,1901072,1901076,48.82003784179688,-19.113784790039062,256.6091,4.657051,19.804993,5.5453224,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4541,1901077,1901081,48.81993865966797,-19.11288452148437,234.64827,36.51735,83.33676,21.60192,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4545,1901182,1901185,48.81788635253906,-19.093992233276367,247.38731,1.917654,30.124237,2.728308,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4548,1901282,1901284,48.81598281860352,-19.07599449157715,363.55225,42.006744,45.225037,44.01141,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4549,1901288,1901291,48.81588745117188,-19.07509422302246,386.97754,63.255116,41.316406,37.72505,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4550,1901292,1901296,48.8157958984375,-19.074193954467773,378.6356,63.437576,32.101868,29.126766,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4552,1901302,1901306,48.81561279296875,-19.0723934173584,379.5704,29.262316,26.482819,22.989365,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4554,1901312,1901316,48.8154296875,-19.070592880249023,353.14957,32.40521,28.073273,28.870201,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4557,1901333,1901336,48.815059661865234,-19.066991806030277,361.47354,89.55056,27.974915,43.79659,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4558,1901337,1901341,48.8149642944336,-19.06609344482422,362.70126,40.175682,55.979095,23.673111,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4560,1901348,1901351,48.81478500366211,-19.06429100036621,362.3905,36.781982,19.879578,24.982798,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4561,1901352,1901356,48.81469345092773,-19.063390731811523,353.37122,29.449799,16.249084,23.12267,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4563,1901362,1901366,48.81450653076172,-19.06159210205078,336.8661,68.336655,42.315613,33.65615,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4564,1901367,1901371,48.81442260742188,-19.06068992614746,356.6793,35.83522,45.428345,31.410885,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4566,1901382,1901385,48.814151763916016,-19.0579891204834,352.8825,31.832552,17.5784,36.50391,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4569,1901397,1901401,48.81388473510742,-19.055288314819336,309.4843,61.673065,22.614563,32.254025,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4571,1901407,1901411,48.8137092590332,-19.05348777770996,266.3985,45.327362,20.401031,30.31774,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4572,1901412,1901416,48.8136100769043,-19.052587509155277,274.1529,45.897923,15.998413,22.127573,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4573,1901417,1901421,48.81352615356445,-19.051687240600582,289.79977,35.5476,17.923279,17.28088,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4574,1901422,1901426,48.813438415527344,-19.0507869720459,278.2226,45.638653,21.328064,22.353416,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4575,1901427,1901431,48.81334686279297,-19.049884796142575,237.6903,25.869057,24.514694,23.144054,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4577,1901462,1901466,48.81272888183594,-19.04358291625977,181.78532,22.72404,38.319305,13.395846,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4578,1901467,1901471,48.81264114379883,-19.042680740356445,170.93593,21.264816,20.576248,16.840107,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4579,1901472,1901476,48.81255340576172,-19.04178047180176,175.8065,24.394072,38.55893,12.739489,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4580,1901478,1901481,48.81246948242188,-19.04088020324707,159.57887,1.0186938,11.613937,1.4227917,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4581,1901482,1901486,48.8123779296875,-19.039979934692383,159.36815,2.7498145,14.852356,3.5922644,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4583,1901492,1901496,48.81220245361328,-19.038179397583008,198.55014,33.16427,53.408356,22.613443,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4587,1901532,1901535,48.811500549316406,-19.03097343444824,166.24203,8.278766,95.944885,12.329708,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4592,1901562,1901566,48.81098175048828,-19.025569915771484,159.76259,1.1919274,12.680939,1.6340917,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4593,1901567,1901571,48.81089401245117,-19.0246696472168,159.70743,1.3887683,38.797516,2.059889,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4595,1901577,1901580,48.81071472167969,-19.02286720275879,183.27724,36.788048,40.29425,17.96933,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4596,1901587,1901591,48.81053924560547,-19.02106666564941,181.49838,4.6373796,16.442139,6.223666,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4597,1901592,1901596,48.81045150756836,-19.020166397094727,212.80203,12.286617,36.60681,10.922859,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4598,1901597,1901601,48.81036376953125,-19.01926612854004,224.4578,37.385113,17.619705,27.489962,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4599,1901602,1901606,48.810279846191406,-19.01836395263672,240.43777,17.933037,18.508896,12.700648,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4600,1901607,1901611,48.81018829345703,-19.01746368408203,250.96315,35.78138,42.747498,29.450064,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4601,1901612,1901616,48.81010437011719,-19.016563415527344,245.38849,20.539988,15.824753,21.107079,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4603,1901627,1901631,48.80984115600586,-19.01386260986328,197.04688,1.9347937,31.713486,2.7937932,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4605,1901637,1901641,48.809661865234375,-19.012060165405277,207.16898,1.9174167,21.036163,2.6491232,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4608,1901672,1901675,48.809043884277344,-19.005756378173828,223.70786,44.762897,18.185257,21.856173,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4609,1901677,1901681,48.80895614624024,-19.00485610961914,197.7431,25.833317,24.037384,17.630285,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4610,1901687,1901691,48.80879211425781,-19.003053665161133,165.83838,3.6143918,17.747437,3.4817185,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4611,1901692,1901696,48.80870056152344,-19.002153396606445,156.64984,5.6127996,21.770844,6.5559506,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4612,1901697,1901701,48.80860900878906,-19.00125312805176,167.13496,41.72896,48.36165,17.659403,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4614,1901707,1901711,48.80842971801758,-18.999452590942383,155.83278,31.23879,54.919815,17.964964,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4615,1901712,1901715,48.80833435058594,-18.99855232238769,159.87392,32.28828,20.62967,34.665443,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4617,1901747,1901751,48.80770111083984,-18.992250442504883,123.313446,14.927427,44.05211,10.330772,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4618,1901753,1901756,48.8076171875,-18.991350173950195,96.791504,3.8584688,17.82827,3.9805696,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4619,1901757,1901761,48.80752944946289,-18.990447998046875,77.79384,5.130004,16.889893,4.044328,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4620,1901762,1901766,48.80744171142578,-18.989547729492188,71.023605,11.90416,18.101814,6.1766443,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4622,1901772,1901776,48.80725860595703,-18.98774719238281,63.72467,1.9041775,21.178772,2.6765094,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4624,1901787,1901791,48.80698013305664,-18.985048294067383,79.381874,3.2336457,12.2610855,3.573414,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4626,1901797,1901800,48.80679702758789,-18.983247756958008,104.693985,21.091434,14.309921,6.8661633,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4630,1901837,1901841,48.80605316162109,-18.976045608520508,59.190166,15.898353,31.850746,12.200023,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4631,1901842,1901846,48.805965423583984,-18.97514533996582,44.361275,0.9864401,9.897991,1.3934244,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4632,1901847,1901851,48.80587387084961,-18.974245071411133,43.8317,0.10202576,13.47279,0.16005975,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4633,1901852,1901856,48.80577850341797,-18.973344802856445,47.01777,0.66791254,12.835419,0.944435,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4635,1901868,1901871,48.80549240112305,-18.970645904541016,102.78354,27.987528,20.92929,12.672576,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4637,1901913,1901916,48.80464172363281,-18.96254539489746,137.33862,13.509619,28.515701,12.302829,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4638,1901917,1901921,48.80454635620117,-18.961647033691406,122.93682,7.272518,16.768341,8.077704,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4639,1901922,1901926,48.804447174072266,-18.96074676513672,112.84982,7.6994414,20.323784,7.6949573,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4640,1901927,1901931,48.80434799194336,-18.95984649658203,80.08589,8.373059,22.439423,6.808157,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4641,1901932,1901936,48.80425643920898,-18.958946228027344,61.782547,0.19817203,11.178242,0.29702756,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4643,1901942,1901946,48.8040657043457,-18.9571475982666,80.72218,5.9808,13.599876,6.42827,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4644,1901947,1901951,48.8039665222168,-18.956247329711918,93.31011,14.967815,27.903542,7.1531153,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4646,1901962,1901966,48.80367660522461,-18.953548431396484,49.48971,0.21615972,27.756004,0.37466294,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4647,1901967,1901971,48.8035774230957,-18.9526481628418,53.024654,6.585617,29.830093,4.4146347,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4649,1901977,1901981,48.80337905883789,-18.95084953308105,47.762115,0.49802637,33.27655,0.87170416,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4650,1902017,1902021,48.80259323120117,-18.943653106689453,60.1907,0.3923998,19.171066,0.6147688,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4654,1902037,1902041,48.80220031738281,-18.940053939819336,68.56236,3.815318,25.394875,4.5549836,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4655,1902042,1902046,48.80209732055664,-18.93915557861328,74.17372,14.926889,29.301407,11.215585,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4656,1902052,1902056,48.80189895629883,-18.93735694885254,49.712025,0.56290966,14.406307,0.83787715,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4657,1902057,1902061,48.80179977416992,-18.93645668029785,50.8616,0.57769734,10.412731,0.8392417,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4658,1902062,1902066,48.80169677734375,-18.9355583190918,52.907364,0.39411318,14.54084,0.5937172,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4660,1902073,1902076,48.80149459838867,-18.93375968933105,71.408,4.8444753,28.249832,4.7784367,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4662,1902082,1902086,48.80129623413086,-18.93195915222168,69.04728,11.55006,15.863007,8.314098,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4663,1902087,1902091,48.80119323730469,-18.931060791015625,65.380516,1.125378,13.764191,1.6324053,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4664,1902092,1902096,48.80109405517578,-18.930160522460938,67.308464,3.8836157,18.193192,4.621724,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4666,1902102,1902106,48.80088806152344,-18.928363800048828,110.17033,15.011734,20.499619,11.768463,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4667,1902107,1902110,48.80078506469727,-18.92746353149414,109.4803,20.926035,37.440193,13.281043,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
4672,1902137,1902141,48.80018615722656,-18.922067642211918,77.071915,0.7554637,47.691612,1.288903,943,gt2l,processed_ATL08_20181129100805_09430114_004_01.h5
