segment_id_beg,segment_id_end,longitude,latitude,h_te_best_fit,h_te_uncertainty,h_canopy,h_canopy_uncertainty,track_id,beam,file_name
1899043,1899047,48.889896392822266,-19.476001739501953,-2.3321936,0.013207691,5.0099883,0.01954675,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899048,1899052,48.88981246948242,-19.475099563598633,-2.2792063,0.014174777,5.5537915,0.020590609,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899053,1899057,48.88972473144531,-19.474199295043945,-2.214049,0.012487874,5.573208,0.01904871,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899058,1899062,48.88963317871094,-19.473299026489258,-2.085582,0.0086659,5.3594656,0.013399427,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899063,1899067,48.88954162597656,-19.47239875793457,-2.068681,0.010789493,,,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899068,1899072,48.88945770263672,-19.471498489379883,-1.9412154,0.011451903,,,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899073,1899077,48.88936996459961,-19.470598220825195,-1.9077382,0.013695423,,,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899078,1899082,48.8892822265625,-19.469697952270508,-1.612991,0.010862138,6.103751,0.02237376,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899083,1899087,48.88919448852539,-19.468795776367188,-1.7056792,0.011154302,5.33384,0.022377871,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899088,1899092,48.889102935791016,-19.4678955078125,-1.1907026,0.022323864,7.399813,0.04992888,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899093,1899097,48.88901138305664,-19.466995239257812,2.2645123,0.04418842,7.0157804,0.06063265,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899098,1899102,48.88892364501953,-19.466094970703125,4.622332,0.11372222,4.994785,0.0746267,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899103,1899107,48.88883590698242,-19.465194702148438,6.5860868,0.26747322,12.325084,0.16575406,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899108,1899112,48.88874816894531,-19.46429443359375,-0.2635857,0.03513068,11.4880295,0.08517328,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899113,1899117,48.8886604309082,-19.463394165039062,5.92423,0.045848258,10.007769,0.09474293,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899118,1899122,48.88857650756836,-19.462493896484375,0.6449677,0.029164253,10.139487,0.062371794,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899123,1899127,48.888484954833984,-19.461593627929688,4.1582456,0.07679486,10.10521,0.123622924,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899128,1899132,48.888389587402344,-19.460693359375,8.418879,0.17696466,9.365375,0.122515306,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899133,1899137,48.88829803466797,-19.459793090820312,3.2225502,0.108082615,9.059036,0.0828102,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899138,1899142,48.888214111328125,-19.458892822265625,-0.117143236,0.0015257364,,,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899143,1899147,48.888126373291016,-19.457990646362305,0.06545314,0.006296218,11.029278,0.056194313,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899148,1899152,48.88803482055664,-19.45709228515625,11.619968,0.7009683,8.919067,0.20345612,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899153,1899157,48.887943267822266,-19.45619010925293,15.2309885,0.7895208,8.852011,0.31935275,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899158,1899162,48.887855529785156,-19.455289840698242,15.099961,0.24191496,4.0803595,0.19910365,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899163,1899167,48.88776779174805,-19.454389572143555,-0.06849264,0.0035176084,7.7396235,0.025158338,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899168,1899172,48.88767623901367,-19.453489303588867,0.92574215,0.047447953,9.268087,0.077183574,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899173,1899177,48.88758087158203,-19.45258903503418,15.302232,0.5062617,12.669512,0.47223356,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899178,1899182,48.887489318847656,-19.451690673828125,13.257527,0.4845827,14.592982,0.45429647,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899183,1899187,48.88739776611328,-19.450790405273438,16.161463,,14.543364,,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899188,1899192,48.88731384277344,-19.449888229370117,15.328993,0.4730485,9.040583,0.36234087,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899193,1899197,48.88722229003906,-19.44898796081543,16.967817,0.2933068,13.068923,0.3285405,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899198,1899202,48.88713073730469,-19.448087692260742,3.8197906,0.0552473,11.370001,0.16492522,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899203,1899207,48.88703918457031,-19.447187423706055,6.4721994,0.07269917,9.022505,0.13514501,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899208,1899212,48.88694763183594,-19.446287155151367,10.997501,0.1063759,6.656267,0.13999031,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899213,1899217,48.88685607910156,-19.44538688659668,9.737824,0.23307145,6.0401793,0.09327173,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899218,1899222,48.88676452636719,-19.444486618041992,3.533613,,9.800524,,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899223,1899227,48.88667297363281,-19.443586349487305,-3.4154296,0.03368628,11.154781,0.044574525,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899228,1899232,48.8865852355957,-19.442686080932617,-4.3012986,0.014914747,4.7024155,0.014986454,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899233,1899237,48.88649368286133,-19.44178581237793,-4.329402,0.013790442,,,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899238,1899242,48.88640213012695,-19.440885543823242,-4.604839,0.023979198,6.651001,0.027991973,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
1899243,1899247,48.88630676269531,-19.439987182617188,-0.6310375,0.047613088,12.200855,0.073314235,943,gt3r,processed_ATL08_20181129100805_09430114_004_01.h5
